,0,1,2
7506,металлические,11190.0,2.0
7507,держали,11200.0,2.0
7508,гусеницы,11211.0,1.0
7509,переваривать,11211.0,1.0
7510,пороге,11211.0,1.0
7511,быстро,11211.0,1.0
7512,выброшенных,11211.0,1.0
7513,пакетов,11211.0,1.0
7514,полиэтилен,11211.0,1.0
7515,утилизации,11211.0,1.0
7516,разные,11214.0,3.0
7517,отдых,11217.0,2.0
7518,потроллить,11224.0,1.0
7519,хочется,11224.0,1.0
7520,судьи,11225.0,2.0
7521,предложения,11229.0,3.0
7522,телешоу,11244.0,2.0
7523,мультфильма,11246.0,2.0
7524,река,11247.0,1.0
7525,сельскую,11247.0,1.0
7526,идут,11247.0,1.0
7527,старшеклассники,11247.0,1.0
7528,выделяет,11247.0,1.0
7529,преграждает,11247.0,1.0
7530,сатурна,11254.0,2.0
7531,болтая,11270.0,3.0
7532,докладывать,11274.0,1.0
7533,суровые,11276.0,1.0
7534,иисус,11278.0,1.0
7535,элитными,11278.0,1.0
7536,кран,11283.0,1.0
7537,подъёмный,11283.0,1.0
7538,норильске,11286.0,2.0
7539,сбора,11294.0,4.0
7540,доходах,11299.0,2.0
7541,собрались,11307.0,2.0
7542,напомнил,11307.0,2.0
7543,израиле,11313.0,2.0
7544,нравится,11315.0,2.0
7545,недостаточно,11317.0,2.0
7546,интровертов,11323.0,1.0
7547,самостоятельно,11323.0,1.0
7548,столики,11323.0,1.0
7549,визу,11323.0,1.0
7550,голландии,11323.0,1.0
7551,шенгенскую,11323.0,1.0
7552,примечательно,11329.0,1.0
7553,художник,11329.0,1.0
7554,расписал,11329.0,1.0
7555,офицеров,11329.0,1.0
7556,толстого,11329.0,1.0
7557,ильи,11337.0,2.0
7558,сообщалось,11347.0,4.0
7559,императора,11349.0,2.0
7560,отречении,11349.0,2.0
7561,сажать,11350.0,1.0
7562,тела,11355.0,4.0
7563,огромное,11360.0,2.0
7564,плюшки,11367.0,2.0
7565,адресом,11378.0,1.0
7566,ответственный,11378.0,1.0
7567,указанному,11378.0,1.0
7568,фермер,11378.0,1.0
7569,потерянную,11378.0,1.0
7570,порванный,11378.0,1.0
7571,вернул,11378.0,1.0
7572,счастью,11378.0,1.0
7573,владельцу,11378.0,1.0
7574,хозяина,11378.0,1.0
7575,ходил,11382.0,1.0
7576,гадливое,11382.0,1.0
7577,заставила,11382.0,1.0
7578,самарской,11382.0,1.0
7579,мониторингом,11383.0,1.0
7580,наконец,11387.0,2.0
7581,дорожной,11390.0,1.0
7582,спустили,11392.0,2.0
7583,вещах,11394.0,2.0
7584,подросли,11395.0,1.0
7585,шевчуку,11410.0,1.0
7586,стукнуло,11410.0,1.0
7587,негодяй,11410.0,2.0
7588,тайну,11414.0,2.0
7589,воздуха,11415.0,2.0
7590,покинуть,11416.0,2.0
7591,алкоголь,11429.0,3.0
7592,начнут,11432.0,1.0
7593,знаменитой,11434.0,2.0
7594,банков,11436.0,3.0
7595,павла,11445.0,2.0
7596,заменили,11448.0,3.0
7597,обнаружил,11449.0,2.0
7598,зеленкой,11449.0,3.0
7599,окраине,11457.0,2.0
7600,крякать,11472.0,1.0
7601,поняла,11472.0,1.0
7602,опасно,11472.0,1.0
7603,семей,11473.0,3.0
7604,свидетели,11478.0,2.0
7605,иеговы,11478.0,2.0
7606,богохульстве,11494.0,1.0
7607,символов,11494.0,1.0
7608,дании,11494.0,1.0
7609,книг,11494.0,1.0
7610,преследовать,11494.0,1.0
7611,священных,11494.0,1.0
7612,сожжение,11494.0,1.0
7613,сигарет,11495.0,2.0
7614,евро,11495.0,2.0
7615,бойца,11497.0,5.0
7616,тотальный,11504.0,1.0
7617,диктант,11504.0,1.0
7618,создания,11507.0,3.0
7619,нападение,11520.0,5.0
7620,закрыла,11526.0,3.0
7621,сока,11534.0,2.0
7622,вылились,11534.0,2.0
7623,пошёл,11557.0,2.0
7624,беспорядкам,11563.0,4.0
7625,летие,11582.0,3.0
7626,оригинальным,11584.0,1.0
7627,серий,11586.0,3.0
7628,украденную,11587.0,1.0
7629,украденного,11587.0,1.0
7630,противогаз,11587.0,1.0
7631,предварительно,11587.0,1.0
7632,эпичных,11587.0,1.0
7633,сообщите,11587.0,1.0
7634,прочитаете,11587.0,1.0
7635,слезах,11587.0,1.0
7636,ловеласа,11587.0,1.0
7637,узнала,11587.0,1.0
7638,забрав,11587.0,1.0
7639,сообщниками,11587.0,1.0
7640,нарцев,11587.0,1.0
7641,колесникова,11587.0,1.0
7642,устраивайтесь,11587.0,1.0
7643,переоделся,11587.0,1.0
7644,утешил,11587.0,1.0
7645,накинулся,11587.0,1.0
7646,побои,11587.0,1.0
7647,подкараулил,11587.0,1.0
7648,поудобней,11587.0,1.0
7649,молча,11587.0,1.0
7650,позвонила,11587.0,1.0
7651,волгоград,11587.0,1.0
7652,возлюбленной,11587.0,1.0
7653,местонахождение,11587.0,1.0
7654,ухаживал,11587.0,1.0
7655,марик,11587.0,1.0
7656,закопал,11587.0,1.0
7657,убитого,11587.0,1.0
7658,военную,11587.0,1.0
7659,исследований,11589.0,3.0
7660,спортивные,11591.0,3.0
7661,даты,11608.0,3.0
7662,смерть,11609.0,3.0
7663,педерастом,11615.0,1.0
7664,подобные,11616.0,2.0
7665,вызвать,11616.0,2.0
7666,кадетов,11616.0,2.0
7667,птиц,11619.0,2.0
7668,особенность,11628.0,2.0
7669,криками,11634.0,2.0
7670,гарварда,11636.0,2.0
7671,уголовной,11639.0,2.0
7672,индонезии,11641.0,2.0
7673,выбирать,11656.0,2.0
7674,единорожьего,11676.0,2.0
7675,очко,11677.0,1.0
7676,оторвалась,11677.0,1.0
7677,будь,11686.0,2.0
7678,инструмент,11687.0,2.0
7679,голосовавших,11693.0,1.0
7680,мандатов,11693.0,1.0
7681,хорошая,11696.0,2.0
7682,избивали,11697.0,2.0
7683,отставание,11697.0,1.0
7684,энергетики,11701.0,2.0
7685,выходные,11712.0,3.0
7686,личные,11714.0,2.0
7687,расходов,11717.0,2.0
7688,снял,11722.0,4.0
7689,ограбил,11722.0,2.0
7690,полезно,11728.0,2.0
7691,недовольство,11734.0,3.0
7692,будьте,11740.0,1.0
7693,начинаниях,11740.0,1.0
7694,наливает,11741.0,1.0
7695,зрячим,11741.0,1.0
7696,слепого,11741.0,1.0
7697,обращаться,11741.0,1.0
7698,ощупь,11741.0,1.0
7699,иванова,11741.0,1.0
7700,угнал,11745.0,3.0
7701,налогов,11747.0,3.0
7702,одновременно,11768.0,2.0
7703,серия,11771.0,2.0
7704,раздался,11774.0,3.0
7705,интересные,11783.0,3.0
7706,пенсия,11784.0,1.0
7707,позволить,11784.0,1.0
7708,фанатов,11786.0,2.0
7709,досмотр,11794.0,2.0
7710,свет,11808.0,3.0
7711,духовенства,11810.0,1.0
7712,подпадать,11810.0,1.0
7713,свержению,11810.0,1.0
7714,насильственному,11810.0,1.0
7715,обидеться,11810.0,1.0
7716,взорвался,11815.0,2.0
7717,вагон,11815.0,2.0
7718,правозащитники,11815.0,2.0
7719,глупо,11828.0,1.0
7720,дворов,11828.0,2.0
7721,руководство,11833.0,3.0
7722,матерью,11834.0,2.0
7723,стен,11837.0,2.0
7724,наглёж,11841.0,2.0
7725,никакое,11841.0,2.0
7726,провокация,11841.0,2.0
7727,состав,11853.0,2.0
7728,голову,11863.0,2.0
7729,предыдущей,11868.0,2.0
7730,метр,11869.0,2.0
7731,кронке,11872.0,1.0
7732,арсенала,11872.0,1.0
7733,стэн,11872.0,1.0
7734,николая,11882.0,2.0
7735,запрещенных,11884.0,2.0
7736,давности,11896.0,1.0
7737,откровения,11896.0,1.0
7738,сбежавшей,11896.0,1.0
7739,отдел,11901.0,2.0
7740,судьбы,11905.0,2.0
7741,петербуржцев,11907.0,1.0
7742,революции,11907.0,1.0
7743,начинается,11908.0,3.0
7744,отсидевшему,11923.0,1.0
7745,другу,11935.0,2.0
7746,речи,11938.0,2.0
7747,взрослого,11946.0,2.0
7748,тобой,11958.0,2.0
7749,выразили,11965.0,2.0
7750,духе,11970.0,3.0
7751,минимальная,11973.0,2.0
7752,поселка,11990.0,2.0
7753,космонавт,11998.0,2.0
7754,советский,11998.0,2.0
7755,стражей,12000.0,2.0
7756,занимался,12011.0,2.0
7757,попрошайничеством,12011.0,2.0
7758,подходил,12011.0,2.0
7759,арбат,12011.0,2.0
7760,гамлета,12011.0,2.0
7761,удалил,12018.0,3.0
7762,делятся,12020.0,2.0
7763,разрешит,12026.0,2.0
7764,поздравить,12032.0,1.0
7765,замначальника,12043.0,1.0
7766,игра,12046.0,2.0
7767,охрана,12068.0,3.0
7768,албании,12074.0,1.0
7769,однажды,12079.0,2.0
7770,кампании,12083.0,2.0
7771,нектарий,12092.0,1.0
7772,орле,12092.0,1.0
7773,подал,12093.0,4.0
7774,снесла,12098.0,1.0
7775,строит,12098.0,1.0
7776,успенская,12098.0,1.0
7777,реставрации,12098.0,1.0
7778,пора,12099.0,2.0
7779,могил,12102.0,2.0
7780,завершилось,12106.0,2.0
7781,итогам,12118.0,3.0
7782,приходится,12122.0,2.0
7783,авария,12125.0,2.0
7784,акцентом,12128.0,2.0
7785,соревнования,12135.0,2.0
7786,компромиссов,12143.0,1.0
7787,поиск,12143.0,1.0
7788,угон,12146.0,1.0
7789,угнав,12146.0,1.0
7790,слушать,12153.0,2.0
7791,изобрели,12156.0,2.0
7792,вернули,12167.0,2.0
7793,домашнего,12188.0,2.0
7794,пустяк,12206.0,2.0
7795,одноклассникам,12209.0,1.0
7796,пётр,12209.0,1.0
7797,числится,12214.0,2.0
7798,меркель,12216.0,1.0
7799,ангела,12216.0,1.0
7800,преследованием,12216.0,1.0
7801,вмешаться,12216.0,1.0
7802,суицидальных,12216.0,2.0
7803,попала,12219.0,2.0
7804,непогоды,12222.0,1.0
7805,потраченных,12222.0,1.0
7806,миллиардер,12234.0,2.0
7807,способствовать,12238.0,2.0
7808,собрание,12245.0,3.0
7809,победил,12255.0,3.0
7810,штуки,12264.0,2.0
7811,следователи,12264.0,4.0
7812,прямую,12267.0,5.0
7813,социологов,12270.0,1.0
7814,держат,12270.0,1.0
7815,неопровержимых,12270.0,1.0
7816,кошкам,12270.0,1.0
7817,поработителя,12270.0,1.0
7818,фотоаргументов,12270.0,1.0
7819,мурчащего,12270.0,1.0
7820,московские,12276.0,3.0
7821,поступать,12290.0,2.0
7822,стрелять,12292.0,2.0
7823,безудержного,12296.0,1.0
7824,отдельной,12314.0,2.0
7825,войска,12330.0,2.0
7826,заработал,12331.0,2.0
7827,потратит,12345.0,4.0
7828,латвии,12349.0,2.0
7829,отделение,12350.0,1.0
7830,дебютный,12351.0,3.0
7831,спасения,12353.0,3.0
7832,билл,12353.0,2.0
7833,исторического,12359.0,2.0
7834,сезона,12367.0,2.0
7835,ставропольского,12371.0,2.0
7836,забывайте,12371.0,3.0
7837,помидоры,12376.0,2.0
7838,мэтт,12378.0,2.0
7839,сербии,12379.0,3.0
7840,земля,12380.0,2.0
7841,великого,12385.0,2.0
7842,курицу,12403.0,1.0
7843,бандероли,12403.0,1.0
7844,государственная,12403.0,1.0
7845,ждём,12409.0,3.0
7846,гору,12410.0,2.0
7847,аварийное,12412.0,1.0
7848,задекларировал,12419.0,2.0
7849,авторам,12434.0,2.0
7850,знакомиться,12435.0,2.0
7851,похож,12435.0,2.0
7852,девственности,12442.0,2.0
7853,инди,12447.0,4.0
7854,приговор,12453.0,3.0
7855,коробок,12454.0,1.0
7856,печенья,12454.0,1.0
7857,скрывалась,12454.0,1.0
7858,родственникам,12455.0,3.0
7859,голливудских,12457.0,2.0
7860,декабря,12506.0,2.0
7861,открыта,12512.0,3.0
7862,пострадавшего,12525.0,2.0
7863,нидерландах,12530.0,3.0
7864,минимальную,12540.0,1.0
7865,дмитрий,12542.0,3.0
7866,развиваемых,12550.0,1.0
7867,теннису,12550.0,1.0
7868,приравняв,12550.0,1.0
7869,общероссийском,12550.0,1.0
7870,киберспорт,12550.0,1.0
7871,ролл,12561.0,2.0
7872,замуж,12561.0,3.0
7873,видны,12565.0,2.0
7874,российским,12566.0,5.0
7875,коммунистов,12567.0,2.0
7876,днях,12572.0,2.0
7877,прочли,12578.0,1.0
7878,автоваз,12586.0,1.0
7879,з,12586.0,1.0
7880,летающего,12586.0,1.0
7881,выпуска,12586.0,1.0
7882,случившегося,12597.0,2.0
7883,коридор,12618.0,2.0
7884,музыкант,12623.0,3.0
7885,ведомства,12642.0,4.0
7886,нарисовать,12652.0,2.0
7887,судебного,12653.0,2.0
7888,угадать,12667.0,3.0
7889,аукцион,12673.0,2.0
7890,наши,12679.0,3.0
7891,дают,12685.0,3.0
7892,слепых,12690.0,2.0
7893,сожителем,12707.0,1.0
7894,ударив,12707.0,1.0
7895,ананас,12713.0,1.0
7896,классика,12713.0,1.0
7897,пустом,12713.0,1.0
7898,экспонатами,12713.0,1.0
7899,имидж,12738.0,2.0
7900,жить,12750.0,3.0
7901,записать,12754.0,2.0
7902,пикет,12761.0,3.0
7903,обладателем,12780.0,4.0
7904,возможности,12785.0,4.0
7905,паузы,12789.0,1.0
7906,проверьте,12789.0,2.0
7907,рекламные,12789.0,1.0
7908,культуре,12789.0,1.0
7909,начальство,12794.0,2.0
7910,песочку,12812.0,1.0
7911,океана,12812.0,1.0
7912,рыжих,12812.0,1.0
7913,питомцев,12812.0,1.0
7914,тёплому,12812.0,1.0
7915,пляжей,12812.0,1.0
7916,побегать,12812.0,1.0
7917,корги,12812.0,1.0
7918,калифорнийских,12812.0,1.0
7919,хозяев,12812.0,1.0
7920,порадоваться,12812.0,1.0
7921,весенний,12812.0,1.0
7922,пляжных,12812.0,1.0
7923,вырвал,12815.0,1.0
7924,сыну,12815.0,1.0
7925,попугая,12815.0,1.0
7926,тайваньский,12815.0,1.0
7927,черном,12816.0,3.0
7928,станция,12822.0,4.0
7929,гениально,12844.0,1.0
7930,кладут,12844.0,1.0
7931,растерялись,12850.0,1.0
7932,хочет,12850.0,3.0
7933,залил,12850.0,1.0
7934,сантиметров,12856.0,1.0
7935,питается,12856.0,1.0
7936,сырой,12856.0,1.0
7937,омар,12856.0,1.0
7938,австралийский,12856.0,1.0
7939,кенгурятиной,12856.0,1.0
7940,суицида,12866.0,2.0
7941,поверите,12877.0,2.0
7942,кортеж,12886.0,3.0
7943,разу,12903.0,2.0
7944,грозного,12915.0,3.0
7945,определение,12932.0,3.0
7946,голубя,12939.0,1.0
7947,миниатюрным,12939.0,1.0
7948,заполненным,12939.0,1.0
7949,рюкзачком,12939.0,1.0
7950,кувейте,12939.0,1.0
7951,таможенники,12939.0,1.0
7952,матерей,12940.0,2.0
7953,главной,12952.0,3.0
7954,снимок,12958.0,2.0
7955,указывали,12975.0,2.0
7956,мешало,12984.0,1.0
7957,чтоб,12999.0,2.0
7958,сеть,13000.0,4.0
7959,разрешающий,13004.0,3.0
7960,канадское,13005.0,1.0
7961,тюменской,13005.0,2.0
7962,выходит,13017.0,2.0
7963,освящено,13017.0,1.0
7964,лимитированная,13017.0,1.0
7965,благословение,13017.0,1.0
7966,гравировкой,13017.0,1.0
7967,православная,13017.0,1.0
7968,служб,13024.0,2.0
7969,пациенты,13032.0,2.0
7970,скорую,13034.0,2.0
7971,ведущего,13051.0,2.0
7972,выжить,13058.0,2.0
7973,мутацией,13065.0,1.0
7974,распорядок,13065.0,1.0
7975,концу,13066.0,3.0
7976,колонной,13071.0,2.0
7977,успеть,13074.0,1.0
7978,сравнил,13076.0,2.0
7979,трансляции,13078.0,5.0
7980,президентские,13078.0,2.0
7981,российская,13081.0,3.0
7982,прозвучал,13083.0,2.0
7983,море,13090.0,4.0
7984,текст,13092.0,3.0
7985,бюджетников,13104.0,4.0
7986,стоимость,13111.0,4.0
7987,рабами,13148.0,2.0
7988,гранде,13152.0,5.0
7989,членов,13152.0,3.0
7990,взрывов,13157.0,4.0
7991,бухнуть,13175.0,1.0
7992,знакомого,13175.0,1.0
7993,автора,13186.0,3.0
7994,вспомнить,13189.0,3.0
7995,ошибке,13198.0,2.0
7996,оценивают,13204.0,2.0
7997,часы,13220.0,3.0
7998,европарламент,13240.0,2.0
7999,извинился,13244.0,2.0
8000,пилоты,13244.0,2.0
8001,квартир,13268.0,3.0
8002,увезли,13270.0,3.0
8003,провокацией,13274.0,3.0
8004,просьбой,13275.0,4.0
8005,потеряла,13292.0,2.0
8006,поступка,13302.0,2.0
8007,журналист,13307.0,3.0
8008,союз,13310.0,2.0
8009,военным,13315.0,2.0
8010,уровню,13315.0,2.0
8011,адвокат,13315.0,2.0
8012,ал,13322.0,2.0
8013,ситуацией,13325.0,3.0
8014,критикой,13328.0,2.0
8015,кратный,13329.0,2.0
8016,заключил,13341.0,1.0
8017,контракт,13341.0,1.0
8018,билет,13367.0,2.0
8019,инфо,13371.0,3.0
8020,конкурс,13373.0,2.0
8021,появления,13378.0,1.0
8022,поистине,13378.0,1.0
8023,напоминающим,13378.0,1.0
8024,недопустимости,13378.0,1.0
8025,выехал,13378.0,1.0
8026,наряд,13378.0,1.0
8027,снайпере,13378.0,1.0
8028,ньюпорта,13378.0,1.0
8029,притаившемся,13378.0,1.0
8030,обнимает,13378.0,1.0
8031,прибыв,13378.0,1.0
8032,устное,13378.0,1.0
8033,ветвях,13378.0,1.0
8034,веточку,13378.0,1.0
8035,зверского,13378.0,1.0
8036,дерева,13378.0,1.0
8037,подойдя,13378.0,1.0
8038,отважно,13378.0,1.0
8039,вооружённом,13378.0,1.0
8040,выжидательную,13378.0,1.0
8041,позицию,13378.0,1.0
8042,предупреждение,13378.0,1.0
8043,несостоявшемуся,13378.0,1.0
8044,переговорщика,13378.0,1.0
8045,штурмовой,13378.0,1.0
8046,потенциального,13378.0,1.0
8047,продуктов,13380.0,2.0
8048,покинул,13384.0,2.0
8049,эрмитаже,13385.0,2.0
8050,стивен,13386.0,2.0
8051,конверт,13387.0,2.0
8052,сложившейся,13414.0,1.0
8053,уполномоченный,13414.0,1.0
8054,заносят,13414.0,1.0
8055,треш,13414.0,1.0
8056,венки,13414.0,1.0
8057,осени,13414.0,1.0
8058,салоном,13414.0,1.0
8059,видят,13414.0,1.0
8060,львовской,13421.0,1.0
8061,горит,13421.0,1.0
8062,фреска,13421.0,1.0
8063,лондонского,13425.0,2.0
8064,план,13426.0,2.0
8065,прятался,13435.0,1.0
8066,одеялом,13435.0,1.0
8067,сидел,13435.0,1.0
8068,носить,13438.0,5.0
8069,подъехали,13445.0,2.0
8070,партии,13447.0,5.0
8071,немецкие,13480.0,3.0
8072,европе,13503.0,2.0
8073,принадлежит,13531.0,4.0
8074,пользуясь,13536.0,2.0
8075,перебежал,13541.0,1.0
8076,заскочил,13541.0,1.0
8077,ближайшее,13541.0,1.0
8078,мигом,13541.0,1.0
8079,андрея,13547.0,3.0
8080,курс,13551.0,2.0
8081,соблюдают,13558.0,1.0
8082,пояснили,13572.0,1.0
8083,москвича,13572.0,1.0
8084,незаконная,13572.0,1.0
8085,сумке,13572.0,1.0
8086,наклейки,13572.0,1.0
8087,называет,13614.0,2.0
8088,займется,13615.0,2.0
8089,парк,13632.0,4.0
8090,почта,13634.0,2.0
8091,полезный,13636.0,2.0
8092,роскосмоса,13636.0,2.0
8093,назначил,13639.0,2.0
8094,протестные,13653.0,2.0
8095,очереди,13657.0,2.0
8096,врача,13683.0,3.0
8097,полицией,13690.0,4.0
8098,оппозиционер,13719.0,3.0
8099,справляются,13733.0,2.0
8100,газета,13734.0,3.0
8101,помогает,13770.0,4.0
8102,морано,13772.0,1.0
8103,пережила,13772.0,1.0
8104,ноября,13772.0,1.0
8105,правительств,13772.0,1.0
8106,эмма,13772.0,1.0
8107,старейшая,13772.0,1.0
8108,надбавки,13775.0,2.0
8109,отправила,13783.0,2.0
8110,закрывать,13787.0,1.0
8111,прекрасно,13790.0,1.0
8112,ааааагосподибожемойнадоработатьчтоделатькомупомогатьгдеремонтироватьтвоюматьааааааааа,13797.0,1.0
8113,зданий,13798.0,3.0
8114,любит,13810.0,2.0
8115,тему,13817.0,2.0
8116,привлечь,13818.0,2.0
8117,сбор,13818.0,3.0
8118,случай,13835.0,2.0
8119,намерен,13842.0,2.0
8120,матери,13844.0,5.0
8121,сбором,13847.0,2.0
8122,американец,13850.0,2.0
8123,астрахани,13863.0,6.0
8124,формы,13873.0,2.0
8125,задаётся,13893.0,1.0
8126,бывшего,13893.0,5.0
8127,стабильность,13893.0,1.0
8128,отрубили,13897.0,2.0
8129,международной,13904.0,2.0
8130,осужденный,13909.0,2.0
8131,автором,13910.0,1.0
8132,обычно,13923.0,3.0
8133,огонь,13929.0,3.0
8134,сценарист,13933.0,2.0
8135,свинку,13943.0,1.0
8136,морскую,13943.0,1.0
8137,значит,13949.0,2.0
8138,дикая,13953.0,5.0
8139,форме,13959.0,3.0
8140,вошла,13962.0,2.0
8141,таджикистана,13965.0,2.0
8142,электронную,13976.0,2.0
8143,отговаривала,13985.0,1.0
8144,инициативу,13985.0,3.0
8145,профессор,13985.0,1.0
8146,вузов,13985.0,1.0
8147,отлично,13985.0,1.0
8148,боясь,13985.0,1.0
8149,ожог,13990.0,3.0
8150,стартовал,14004.0,2.0
8151,могла,14005.0,4.0
8152,мешков,14015.0,2.0
8153,шувалова,14028.0,2.0
8154,иску,14028.0,2.0
8155,пепе,14030.0,2.0
8156,конституции,14031.0,5.0
8157,оказалась,14031.0,2.0
8158,далеко,14041.0,4.0
8159,вызвала,14045.0,2.0
8160,наоборот,14054.0,2.0
8161,детские,14056.0,3.0
8162,хайпа,14057.0,2.0
8163,павел,14065.0,3.0
8164,специальная,14090.0,4.0
8165,мизулина,14090.0,2.0
8166,юрию,14110.0,2.0
8167,проводили,14111.0,2.0
8168,слухами,14124.0,2.0
8169,окончательно,14134.0,2.0
8170,открытая,14135.0,3.0
8171,мема,14151.0,1.0
8172,буду,14151.0,1.0
8173,мемы,14151.0,1.0
8174,погоде,14153.0,2.0
8175,финляндии,14155.0,2.0
8176,возле,14162.0,5.0
8177,признавшиеся,14164.0,1.0
8178,поезд,14167.0,4.0
8179,раздают,14179.0,3.0
8180,оружия,14182.0,3.0
8181,саундтрек,14216.0,3.0
8182,сингапуре,14216.0,2.0
8183,звёзд,14228.0,2.0
8184,пришло,14230.0,3.0
8185,достаточно,14237.0,3.0
8186,мемов,14252.0,4.0
8187,белым,14256.0,2.0
8188,заберите,14269.0,1.0
8189,мобилу,14269.0,1.0
8190,собралась,14273.0,2.0
8191,мирно,14274.0,3.0
8192,поклонской,14279.0,4.0
8193,сенатор,14303.0,3.0
8194,захотел,14310.0,2.0
8195,подошёл,14325.0,2.0
8196,бразилии,14329.0,2.0
8197,участка,14349.0,3.0
8198,выпущен,14358.0,1.0
8199,оркестр,14358.0,2.0
8200,антитеррористические,14372.0,4.0
8201,вторых,14374.0,3.0
8202,штраф,14376.0,4.0
8203,одобряют,14380.0,1.0
8204,калифорнии,14382.0,3.0
8205,воронежской,14388.0,1.0
8206,второклассник,14388.0,1.0
8207,волгоградский,14388.0,1.0
8208,добрался,14388.0,1.0
8209,тверскую,14389.0,6.0
8210,авианосца,14394.0,1.0
8211,адмирал,14394.0,1.0
8212,кузнецов,14394.0,1.0
8213,легендарные,14401.0,3.0
8214,доставлять,14408.0,2.0
8215,величайших,14410.0,4.0
8216,пешеходов,14421.0,4.0
8217,нужны,14423.0,3.0
8218,фейсбуке,14433.0,3.0
8219,получит,14436.0,3.0
8220,секретарь,14436.0,4.0
8221,композитор,14457.0,3.0
8222,ребенка,14459.0,4.0
8223,винтовкой,14474.0,2.0
8224,солнечного,14475.0,1.0
8225,пускай,14475.0,1.0
8226,настроение,14475.0,1.0
8227,добротой,14475.0,1.0
8228,эрик,14475.0,1.0
8229,наполненные,14475.0,1.0
8230,колорадо,14475.0,1.0
8231,перспективный,14475.0,1.0
8232,горного,14475.0,1.0
8233,маленького,14475.0,1.0
8234,научили,14508.0,2.0
8235,подала,14517.0,2.0
8236,запретил,14522.0,3.0
8237,пожаловалась,14527.0,2.0
8238,тарифов,14531.0,1.0
8239,набережную,14531.0,1.0
8240,ремонтируют,14531.0,1.0
8241,крупнейшую,14561.0,2.0
8242,выдавать,14564.0,2.0
8243,червей,14592.0,2.0
8244,молодежи,14593.0,3.0
8245,развитие,14601.0,3.0
8246,арене,14610.0,6.0
8247,куча,14629.0,2.0
8248,связей,14635.0,2.0
8249,воспитанию,14642.0,3.0
8250,пусть,14661.0,2.0
8251,анонсировал,14669.0,2.0
8252,объявил,14669.0,5.0
8253,услуг,14681.0,2.0
8254,говоря,14687.0,2.0
8255,тюрьму,14697.0,2.0
8256,войн,14699.0,2.0
8257,болезнь,14700.0,3.0
8258,общества,14701.0,3.0
8259,реальные,14704.0,3.0
8260,тронул,14724.0,2.0
8261,отправились,14727.0,4.0
8262,виду,14741.0,2.0
8263,ленинград,14741.0,2.0
8264,комментарии,14769.0,6.0
8265,лечение,14778.0,5.0
8266,франклину,14796.0,2.0
8267,нечаянно,14798.0,1.0
8268,сексизмом,14798.0,1.0
8269,заразился,14798.0,1.0
8270,расизмом,14798.0,1.0
8271,челябинске,14822.0,3.0
8272,китайского,14833.0,2.0
8273,новороссийске,14834.0,2.0
8274,дать,14844.0,3.0
8275,добрый,14850.0,3.0
8276,поселков,14854.0,2.0
8277,имущества,14856.0,2.0
8278,ребят,14865.0,4.0
8279,саду,14882.0,2.0
8280,очевидец,14894.0,2.0
8281,стихов,14903.0,3.0
8282,простые,14909.0,2.0
8283,собирает,14914.0,2.0
8284,исследователи,14917.0,3.0
8285,минюст,14924.0,2.0
8286,засыпать,14930.0,1.0
8287,гибдд,14947.0,2.0
8288,зоне,14962.0,3.0
8289,военные,14987.0,4.0
8290,выше,14989.0,3.0
8291,килограммов,14996.0,3.0
8292,дата,15005.0,2.0
8293,вернуть,15009.0,4.0
8294,товаров,15015.0,3.0
8295,петроградской,15017.0,4.0
8296,должна,15035.0,3.0
8297,находка,15048.0,2.0
8298,офицера,15054.0,2.0
8299,компенсации,15057.0,3.0
8300,синий,15062.0,2.0
8301,капли,15065.0,1.0
8302,бегущих,15065.0,1.0
8303,стакан,15065.0,1.0
8304,пива,15065.0,1.0
8305,спасающий,15065.0,1.0
8306,легенда,15091.0,3.0
8307,успешными,15129.0,3.0
8308,несовершеннолетнего,15130.0,3.0
8309,прийти,15151.0,3.0
8310,бесчисленное,15157.0,2.0
8311,эссе,15175.0,1.0
8312,вступительное,15175.0,1.0
8313,пицце,15175.0,1.0
8314,университет,15175.0,1.0
8315,йельский,15175.0,1.0
8316,вокалист,15177.0,4.0
8317,героиновых,15190.0,1.0
8318,птичье,15190.0,1.0
8319,ванкувера,15190.0,1.0
8320,гнездо,15190.0,1.0
8321,использованных,15190.0,1.0
8322,шприцов,15190.0,1.0
8323,сделанное,15190.0,1.0
8324,официальные,15194.0,5.0
8325,заведено,15206.0,2.0
8326,югре,15210.0,2.0
8327,еспч,15230.0,6.0
8328,описание,15241.0,3.0
8329,ранения,15242.0,7.0
8330,комменты,15250.0,3.0
8331,воды,15250.0,5.0
8332,чебоксарах,15257.0,2.0
8333,нарисовал,15264.0,3.0
8334,доставили,15266.0,2.0
8335,скончалась,15270.0,2.0
8336,стерлингов,15271.0,2.0
8337,проблем,15278.0,3.0
8338,итак,15285.0,3.0
8339,идёт,15290.0,3.0
8340,огромная,15293.0,2.0
8341,могу,15297.0,3.0
8342,факт,15297.0,4.0
8343,генпрокуратура,15299.0,6.0
8344,боевиков,15305.0,5.0
8345,флагом,15305.0,4.0
8346,помимо,15311.0,4.0
8347,знаем,15318.0,2.0
8348,понадобится,15330.0,2.0
8349,полчаса,15331.0,2.0
8350,матч,15342.0,5.0
8351,части,15362.0,3.0
8352,золото,15362.0,2.0
8353,напоминаем,15365.0,5.0
8354,начни,15371.0,3.0
